movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in_$),path
tt0088751 ,The Naked Monster                                ,2005,         ,100 min,"Comedy, Horror, Sci-Fi      ",5.2,"A brain-dead sheriff, a stolid secret agent and a sexy scientist team with a grumpy retired monster fighter to battle a 60 foot, three-eyed cross between man and dinosaur.                                                                                                                                 ","Wayne Berwick, 
Ted Newsom             ",/name/nm0078540/,"Kenneth Tobey, 
Brinke Stevens, 
R.G. Wilson, 
John Goodwin                  ","/name/nm0628399/,/name/nm0864851/,/name/nm0828288/,/name/nm0933983/,/name/nm0329491/",329,,D:/demo/output
tt0088751 ,The Naked Monster                                ,2005,         ,100 min,"Comedy, Horror, Sci-Fi      ",5.2,"A brain-dead sheriff, a stolid secret agent and a sexy scientist team with a grumpy retired monster fighter to battle a 60 foot, three-eyed cross between man and dinosaur.                                                                                                                                 ","Wayne Berwick, 
Ted Newsom             ",/name/nm0078540/,"Kenneth Tobey, 
Brinke Stevens, 
R.G. Wilson, 
John Goodwin                  ","/name/nm0628399/,/name/nm0864851/,/name/nm0828288/,/name/nm0933983/,/name/nm0329491/",329,,D:/demo/output
tt0120667 ,Fantastic Four                                   ,2005,PG-13    ,106 min,"Action, Adventure, Fantasy  ",5.7,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.                                                                                                                                                      ",Tim Story                              ,/name/nm1103162/,"Ioan Gruffudd, 
Michael Chiklis, 
Chris Evans, 
Jessica Alba                 ","/name/nm0344435/,/name/nm0004821/,/name/nm0262635/,/name/nm0004695/                 ",333413,154696080,D:/demo/output
tt0120667 ,Fantastic Four                                   ,2005,PG-13    ,106 min,"Action, Adventure, Fantasy  ",5.7,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.                                                                                                                                                      ",Tim Story                              ,/name/nm1103162/,"Ioan Gruffudd, 
Michael Chiklis, 
Chris Evans, 
Jessica Alba                 ","/name/nm0344435/,/name/nm0004821/,/name/nm0262635/,/name/nm0004695/                 ",333413,154696080,D:/demo/output
tt0120667 ,Fantastic Four                                   ,2005,PG-13    ,106 min,"Action, Adventure, Fantasy  ",5.7,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.                                                                                                                                                      ",Tim Story                              ,/name/nm1103162/,"Ioan Gruffudd, 
Michael Chiklis, 
Chris Evans, 
Jessica Alba                 ","/name/nm0344435/,/name/nm0004821/,/name/nm0262635/,/name/nm0004695/                 ",333413,154696080,D:/demo/output
tt0120667 ,Fantastic Four                                   ,2005,PG-13    ,106 min,"Action, Adventure, Fantasy  ",5.7,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.                                                                                                                                                      ",Tim Story                              ,/name/nm1103162/,"Ioan Gruffudd, 
Michael Chiklis, 
Chris Evans, 
Jessica Alba                 ","/name/nm0344435/,/name/nm0004821/,/name/nm0262635/,/name/nm0004695/                 ",333419,154696080,D:/demo/output
tt0121164 ,Corpse Bride                                     ,2005,PG       ,77 min ,"Animation, Drama, Family    ",7.3,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.                                                                                                                                                    ","Tim Burton, 
Mike Johnson              ",/name/nm0000318/,"Johnny Depp, 
Helena Bonham Carter, 
Emily Watson, 
Tracey Ullman            ","/name/nm0425843/,/name/nm0000136/,/name/nm0000307/,/name/nm0001833/,/name/nm0001808/",280853,53359111,D:/demo/output
tt0121164 ,Corpse Bride                                     ,2005,PG       ,77 min ,"Animation, Drama, Family    ",7.3,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.                                                                                                                                                    ","Tim Burton, 
Mike Johnson              ",/name/nm0000318/,"Johnny Depp, 
Helena Bonham Carter, 
Emily Watson, 
Tracey Ullman            ","/name/nm0425843/,/name/nm0000136/,/name/nm0000307/,/name/nm0001833/,/name/nm0001808/",280078,53359111,D:/demo/output
tt0121164 ,Corpse Bride                                     ,2005,PG       ,77 min ,"Animation, Drama, Family    ",7.3,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.                                                                                                                                                    ","Tim Burton, 
Mike Johnson              ",/name/nm0000318/,"Johnny Depp, 
Helena Bonham Carter, 
Emily Watson, 
Tracey Ullman            ","/name/nm0425843/,/name/nm0000136/,/name/nm0000307/,/name/nm0001833/,/name/nm0001808/",280078,53359111,D:/demo/output
tt0121164 ,Corpse Bride                                     ,2005,PG       ,77 min ,"Animation, Drama, Family    ",7.3,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.                                                                                                                                                    ","Tim Burton, 
Mike Johnson              ",/name/nm0000318/,"Johnny Depp, 
Helena Bonham Carter, 
Emily Watson, 
Tracey Ullman            ","/name/nm0425843/,/name/nm0000136/,/name/nm0000307/,/name/nm0001833/,/name/nm0001808/",280857,53359111,D:/demo/output
